Tarih,Varlık,Fiyat,Supertrend_Sinyal,Tilson_Sinyal,Hacim_SMI,Kombine_Dip,SSL&EMA_Sinyal,BB_Sikisma,BB_Fiyat_Durum,Destek_Direnc,Alim_Bandi,Satim_Bandi,EMA_200_Durumu,RSI,StochRSI,TSI,BB_Bant_Durum,EMA_Durumu
2026-07-24 18:49,DERIM,35.28,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 35.77 (%1.4 üstte),-,43.46-46.30 (%23.2 üstte),-7.44,37.36,7.35,-0.93,,
2026-07-24 18:49,DESA,9.65,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,🚨Fiyat Bandın Altında!,EMA5 Direnç: 10.03 (%3.9 üstte),-,15.00-15.40 (%55.4 üstte),-22.42,26.71,14.45,-0.83,,
2026-07-24 18:49,DESPC,48.0,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,"⚡ Yükseliş Hazırlığı (50>100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA200 Destek: 47.93 (%0.1 altta) | EMA5 Direnç: 49.81 (%3.8 üstte),-,58.50-62.30 (%21.9 üstte),0.14,53.76,48.32,0.71,,
2026-07-24 18:49,DEVA,75.6,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,⚪ Karışık / Testere Piyasası,🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 75.23 (%0.5 altta),64.35-65.30 (%13.6 altta),-,11.99,61.28,71.44,0.87,,
2026-07-24 18:49,DGATE,113.5,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 108.88 (%4.1 altta),63.00-66.45 (%41.5 altta),118.90-122.30 (%4.8 üstte),25.18,56.11,85.03,0.29,,
2026-07-24 18:49,DGGYO,38.3,🟢 Yükseliş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 36.81 (%3.9 altta) | EMA21 Direnç: 38.77 (%1.2 üstte),-,-,12.26,49.46,52.99,0.15,,
2026-07-24 18:49,DGNMO,7.25,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🚨Fiyat Bandın Altında!,EMA200 Destek: 7.11 (%2.0 altta) | EMA5 Direnç: 7.63 (%5.3 üstte),3.51-3.76 (%48.1 altta),-,2.0,28.42,11.5,-0.78,,
2026-07-24 18:49,DIRIT,24.5,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA55 Destek: 24.38 (%0.5 altta) | EMA100 Direnç: 25.35 (%3.5 üstte),-,27.60-28.40 (%12.7 üstte),-7.18,55.8,97.44,0.52,,
2026-07-24 18:49,DITAS,24.8,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 24.21 (%2.4 altta) | EMA21 Direnç: 28.25 (%13.9 üstte),-,-,-31.1,37.71,83.82,-0.85,,
2026-07-24 18:49,DMRGD,12.58,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 12.43 (%1.2 altta) | EMA5 Direnç: 12.90 (%2.5 üstte),3.47-3.59 (%71.5 altta),-,81.91,55.51,12.58,0.38,,
2026-07-24 18:49,DMSAS,9.0,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA100 Destek: 8.96 (%0.5 altta) | EMA200 Direnç: 9.02 (%0.3 üstte),8.23-8.65 (%3.9 altta),-,-0.27,53.73,94.07,0.82,,
2026-07-24 18:49,DNISI,20.0,🩸 SAT (Trend Kırıldı),🔴 SAT,-,-,"⚡ Yükseliş Hazırlığı (50>100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 20.28 (%1.4 üstte),18.78-19.16 (%4.2 altta),-,-5.78,39.5,8.19,-0.74,,
2026-07-24 18:49,DOAS,186.3,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 186.06 (%0.1 altta) | EMA55 Direnç: 186.89 (%0.3 üstte),169.55-173.91 (%6.7 altta),221.62-228.85 (%19.0 üstte),1.59,49.98,87.49,0.67,,
2026-07-24 18:49,DOCO,10835.0,🟢 Yükseliş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 10745.13 (%0.8 altta) | EMA5 Direnç: 10889.23 (%0.5 üstte),-,-,5.01,45.26,6.77,-0.84,,
2026-07-24 18:49,DOFER,30.18,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 30.34 (%0.5 üstte),-,56.46-58.85 (%87.1 üstte),-24.85,37.78,56.64,-0.46,,
2026-07-24 18:49,DOFRB,151.8,🔴 Düşüş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 146.17 (%3.7 altta) | EMA5 Direnç: 156.24 (%2.9 üstte),74.10-82.25 (%45.8 altta),-,25.32,38.96,5.43,-0.91,,
2026-07-24 18:49,DOGUB,83.3,🔴 Düşüş Trendinde,🔴 SAT,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 69.25 (%16.9 altta) | EMA5 Direnç: 86.87 (%4.3 üstte),-,96.00-104.70 (%15.2 üstte),20.28,42.24,54.93,0.45,,
2026-07-24 18:49,DOHOL,21.18,🔴 Düşüş Trendinde,🔴 SAT,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA200 Destek: 20.17 (%4.7 altta) | EMA21 Direnç: 21.20 (%0.1 üstte),19.01-19.69 (%7.0 altta),-,4.99,48.91,74.19,0.58,,
2026-07-24 18:49,DOKTA,22.76,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 23.03 (%1.2 üstte),21.02-21.62 (%5.0 altta),23.50-24.00 (%3.3 üstte),-9.05,36.01,26.22,-0.88,,
2026-07-24 18:49,DSTKF,2048.0,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 1752.79 (%14.4 altta) | EMA5 Direnç: 2209.30 (%7.9 üstte),-,-,16.84,26.98,2.83,-0.94,,
2026-07-24 18:49,DUNYH,141.1,🟢 Yükseliş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),🩸 SAT (Zirveden Dönüş),🔴 ZİRVEDE,🚀 ASIL SİNYAL: GÜÇLÜ AL (EMA Sıralı + SSL Onay),⚪ Yelpaze Açık,🚨Fiyat Bandın Üzerinde!,EMA5 Destek: 119.77 (%15.1 altta),74.30-77.45 (%45.1 altta),-,33.36,100.0,66.41,0.45,,
2026-07-24 18:49,DURDO,5.01,🟢 Yükseliş Trendinde,⏳ BEKLE,🔴 ZAYIFLAMA (Zaten Dipte),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 5.01 (%0.0 altta) | EMA5 Direnç: 5.11 (%1.9 üstte),-,-,13.38,44.83,51.52,0.39,,
2026-07-24 18:49,DURKN,20.1,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 19.98 (%0.6 altta) | EMA5 Direnç: 20.11 (%0.1 üstte),13.72-14.02 (%30.2 altta),-,8.35,45.97,5.58,-0.78,,
2026-07-24 18:49,DYOBY,13.72,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 13.65 (%0.5 altta) | EMA21 Direnç: 13.93 (%1.5 üstte),12.73-12.93 (%5.8 altta),16.50-18.36 (%20.3 üstte),-6.34,43.47,79.41,-0.07,,
2026-07-24 18:49,DZGYO,7.66,🩸 SAT (Trend Kırıldı),🔴 SAT,-,🟢 POTANSİYEL DİP,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🚨Fiyat Bandın Altında!,EMA5 Direnç: 7.93 (%3.5 üstte),6.65-6.88 (%10.2 altta),-,-3.78,30.99,2.4,-0.81,,
2026-07-24 18:49,EBEBK,86.3,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),🩸 SAT (Zirveden Dönüş),-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 84.97 (%1.5 altta),-,-,28.63,65.24,92.53,0.97,,
2026-07-24 18:49,ECILC,71.05,🔴 Düşüş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,🩸 ASIL SİNYAL: GÜÇLÜ SAT (EMA Çöktü + SSL Onay),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 72.44 (%2.0 üstte),-,115.79-123.72 (%63.0 üstte),-16.52,36.71,56.35,-0.62,,
2026-07-24 18:49,ECOGR,44.22,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 42.68 (%3.5 altta),-,-,-,63.5,97.66,0.35,,
2026-07-24 18:49,ECZYT,333.0,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚪ Karışık / Testere Piyasası,⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA200 Destek: 315.48 (%5.3 altta) | EMA100 Direnç: 333.50 (%0.2 üstte),271.19-281.28 (%15.5 altta),348.50-369.75 (%4.7 üstte),5.55,49.53,67.72,0.43,,
2026-07-24 18:49,EDATA,18.64,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 18.59 (%0.3 altta),-,-,44.0,52.66,79.33,0.06,,
2026-07-24 18:49,EDIP,35.98,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Direnç: 36.47 (%1.4 üstte),-,-,-1.34,42.44,1.66,-0.7,,
2026-07-24 18:49,EFOR,18.2,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA200 Destek: 17.92 (%1.6 altta),10.52-11.95 (%34.3 altta),22.78-23.96 (%25.2 üstte),1.59,64.42,51.89,0.86,,
2026-07-24 18:49,EGEEN,5450.0,🔴 Düşüş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 5495.87 (%0.8 üstte),-,7317.50-7497.50 (%34.3 üstte),-18.01,42.95,24.65,-0.43,,
2026-07-24 18:49,EGEGY,32.64,🟢 Yükseliş Trendinde,⏳ BEKLE,🩸 SAT (Zirveden Dönüş),-,⚪ Karışık / Testere Piyasası,⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 32.54 (%0.3 altta),22.64-23.53 (%27.9 altta),-,14.82,69.4,89.36,0.91,,
2026-07-24 18:49,EGEPO,18.74,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚪ Karışık / Testere Piyasası,🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 18.40 (%1.8 altta) | EMA21 Direnç: 18.92 (%1.0 üstte),6.98-7.16 (%61.8 altta),-,35.13,48.36,50.27,0.55,,
2026-07-24 18:49,EGGUB,99.05,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 100.58 (%1.5 üstte),-,128.90-142.30 (%30.1 üstte),-6.37,44.04,84.79,0.27,,
2026-07-24 18:49,EGPRO,35.6,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 31.69 (%11.0 altta) | EMA100 Direnç: 35.68 (%0.2 üstte),22.77-24.24 (%31.9 altta),-,12.34,42.25,20.49,-0.57,,
2026-07-24 18:49,EGSER,3.0,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 3.01 (%0.3 üstte),2.67-2.75 (%8.3 altta),3.74-3.82 (%24.7 üstte),-7.4,42.4,92.86,-0.17,,
2026-07-24 18:49,EKDMR,51.65,🟢 Yükseliş Trendinde,⏳ BEKLE,🔴 ZAYIFLAMA (Zaten Dipte),-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 52.73 (%2.1 üstte),-,-,-,41.23,9.32,-0.91,,
2026-07-24 18:49,EKGYO,18.62,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟡 Normal Genişlik,🚨Fiyat Bandın Altında!,EMA5 Direnç: 19.38 (%4.1 üstte),18.21-18.83 (fiyat bandın içinde!),-,-7.81,33.15,0.0,-0.77,,
2026-07-24 18:49,EKIM,22.22,🟢 Yükseliş Trendinde,🔴 SAT,-,-,-,-,-,EMA5 Direnç: 22.24 (%0.1 üstte),-,-,-,,,,,
2026-07-24 18:49,EKIZ,66.9,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 67.70 (%1.2 üstte),-,-,-27.81,32.96,74.63,-0.84,,
2026-07-24 18:49,EKOS,6.03,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 6.11 (%1.3 üstte),-,-,-8.97,37.4,60.44,-0.69,,
2026-07-24 18:49,EKSUN,6.61,🔴 Düşüş Trendinde,🔴 SAT,🩸 SAT (Zirveden Dönüş),-,⚪ Karışık / Testere Piyasası,🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 6.55 (%0.9 altta) | EMA55 Direnç: 6.75 (%2.1 üstte),5.06-5.22 (%21.0 altta),-,3.47,45.76,77.78,0.64,,
2026-07-24 18:49,ELITE,31.56,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 31.70 (%0.5 üstte),30.00-31.80 (fiyat bandın içinde!),-,-6.06,36.16,94.27,0.15,,
2026-07-24 18:49,EMKEL,20.16,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Direnç: 20.43 (%1.3 üstte),17.84-18.93 (%6.1 altta),122.30-129.00 (%506.6 üstte),-48.73,47.63,47.41,0.67,,
2026-07-24 18:49,EMNIS,163.4,🟢 Yükseliş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,🚨Fiyat Bandın Üzerinde!,EMA100 Destek: 160.61 (%1.7 altta) | EMA200 Direnç: 171.23 (%4.8 üstte),146.30-148.90 (%8.9 altta),170.90-174.10 (%4.6 üstte),-4.57,59.89,71.17,0.37,,
2026-07-24 18:49,EMPAE,62.35,🔴 Düşüş Trendinde,⏳ BEKLE,🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 60.12 (%3.6 altta) | EMA100 Direnç: 64.00 (%2.7 üstte),-,-,-,39.91,15.3,-0.92,,
2026-07-24 18:49,ENDAE,16.66,🔴 Düşüş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 16.56 (%0.6 altta) | EMA100 Direnç: 16.83 (%1.0 üstte),13.68-14.08 (%15.5 altta),-,0.58,44.36,48.38,0.47,,
2026-07-24 18:49,ENERY,9.57,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 9.53 (%0.4 altta) | EMA21 Direnç: 9.59 (%0.3 üstte),8.43-8.91 (%6.9 altta),-,0.41,50.07,32.66,0.03,,
2026-07-24 18:49,ENJSA,105.4,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),🩸 SAT (Zirveden Dönüş),-,⚪ Karışık / Testere Piyasası,🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 105.29 (%0.1 altta) | EMA5 Direnç: 106.47 (%1.0 üstte),-,-,9.19,49.53,82.49,0.54,,
2026-07-24 18:49,ENKAI,88.8,🔴 Düşüş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 86.45 (%2.6 altta) | EMA5 Direnç: 89.93 (%1.3 üstte),-,110.50-113.50 (%24.4 üstte),2.71,41.5,56.66,-0.07,,
2026-07-24 18:49,ENPRA,61.55,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 61.98 (%0.7 üstte),-,-,-,34.87,13.86,-0.75,,
2026-07-24 18:49,ENSRI,6.15,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 6.13 (%0.3 altta) | EMA21 Direnç: 6.50 (%5.7 üstte),-,32.04-34.56 (%421.0 üstte),-61.68,41.13,67.72,0.6,,
2026-07-24 18:49,ENTRA,4.46,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 4.55 (%2.1 üstte),-,5.11-5.43 (%14.6 üstte),-5.25,41.07,27.81,-0.1,,
2026-07-24 18:49,EPLAS,5.49,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 5.48 (%0.1 altta) | EMA21 Direnç: 5.60 (%2.0 üstte),4.97-5.11 (%6.9 altta),6.98-7.35 (%27.1 üstte),-9.03,44.11,35.54,-0.68,,
2026-07-24 18:49,ERBOS,164.8,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 166.19 (%0.8 üstte),-,216.20-226.00 (%31.2 üstte),-11.31,40.71,58.86,-0.55,,
2026-07-24 18:49,ERCB,54.8,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,🚨Fiyat Bandın Üzerinde!,EMA55 Destek: 54.33 (%0.9 altta) | EMA100 Direnç: 57.13 (%4.3 üstte),-,70.90-73.00 (%29.4 üstte),-14.71,58.32,97.49,0.73,,
2026-07-24 18:49,EREGL,43.28,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 43.10 (%0.4 altta),23.26-23.60 (%45.5 altta),-,31.57,58.23,46.6,0.74,,
2026-07-24 18:49,ERSU,24.0,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA100 Destek: 23.99 (%0.0 altta) | EMA55 Direnç: 24.52 (%2.2 üstte),-,-,8.55,48.65,83.06,0.24,,
2026-07-24 18:49,ESCAR,47.62,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 44.60 (%6.3 altta) | EMA55 Direnç: 47.63 (%0.0 üstte),-,-,26.77,45.45,4.19,-0.1,,
2026-07-24 18:49,ESCOM,5.27,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 5.25 (%0.4 altta) | EMA5 Direnç: 5.40 (%2.5 üstte),2.94-3.03 (%42.5 altta),-,15.35,40.1,8.27,-0.91,,
2026-07-24 18:49,ESEN,3.53,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 3.52 (%0.2 altta) | EMA21 Direnç: 3.60 (%1.9 üstte),-,13.73-16.77 (%289.0 üstte),-42.21,41.15,69.23,-0.54,,
2026-07-24 18:49,ETILR,6.37,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 6.14 (%3.6 altta) | EMA5 Direnç: 6.46 (%1.4 üstte),3.86-4.09 (%35.8 altta),-,24.02,56.87,38.89,0.76,,
2026-07-24 18:49,ETYAT,13.16,🟢 Yükseliş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 11.90 (%9.6 altta) | EMA21 Direnç: 13.19 (%0.3 üstte),7.91-8.11 (%38.4 altta),-,40.81,53.17,1.2,-0.89,,
2026-07-24 18:49,EUHOL,10.25,🔴 Düşüş Trendinde,🔴 SAT,🩸 SAT (Zirveden Dönüş),-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 10.35 (%1.0 üstte),9.90-11.25 (fiyat bandın içinde!),13.50-13.60 (%31.7 üstte),-11.71,39.38,61.08,0.14,,
2026-07-24 18:49,EUKYO,12.97,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 12.35 (%4.8 altta) | EMA5 Direnç: 13.04 (%0.6 üstte),5.77-6.09 (%53.0 altta),-,67.75,63.09,0.32,0.67,,
2026-07-24 18:49,EUPWR,100.4,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 98.44 (%2.0 altta),34.14-35.46 (%64.7 altta),-,81.3,61.22,53.9,0.8,,
2026-07-24 18:49,EUREN,4.11,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 4.13 (%0.6 üstte),-,8.64-9.19 (%110.2 üstte),-28.29,34.39,90.85,-0.61,,
2026-07-24 18:49,EUYO,4.98,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 4.98 (%0.1 üstte),-,-,-5.73,33.68,63.44,-0.53,,
2026-07-24 18:49,EYGYO,2.37,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA21 Direnç: 2.46 (%3.9 üstte),-,3.06-3.27 (%29.1 üstte),-27.18,44.05,44.62,0.53,,
