Varlık,Fiyat,Supertrend_Sinyal,Tilson_Sinyal,Hacim_SMI,Kombine_Dip,SSL&EMA_Sinyal,BB_Sikisma,BB_Fiyat_Durum,Destek_Direnc,Alim_Bandi,Satim_Bandi,EMA_200_Durumu,RSI,StochRSI,TSI
DOGUB,95.9,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA55 Destek: 93.38 (%2.6 altta),-,96.00-104.70 (%0.1 üstte),⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 40.04774940851761,54.93,76.55,-0.4
DOHOL,21.5,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA100 Destek: 21.35 (%0.7 altta) | EMA55 Direnç: 21.58 (%0.4 üstte),19.01-19.69 (%8.4 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 6.7944124234431635,52.53,100.0,0.43
DOKTA,23.62,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 23.53 (%0.4 altta) | EMA21 Direnç: 24.50 (%3.7 üstte),21.02-21.62 (%8.5 altta),23.88-24.36 (%1.1 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -5.945013118516873,40.31,28.4,-0.9
DSTKF,2802.5,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,🚨Fiyat Bandın Altında!,EMA100 Destek: 2440.56 (%12.9 altta) | EMA55 Direnç: 2883.14 (%2.9 üstte),528.50-591.50 (%78.9 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 60.65701220009465,37.45,0.0,-0.4
DUNYH,109.1,🟢 Yükseliş Trendinde,⏳ BEKLE,-,🔴 ZİRVEDE,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,🚨Fiyat Bandın Altında!,EMA21 Destek: 109.10 (%0.0 altta),74.30-77.45 (%29.0 altta),-,⚡Fiyat EMA 200'e Yaklaşıyor! Uzaklık: 3.972792725897367,74.24,49.61,0.0
DURDO,5.05,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 5.04 (%0.1 altta) | EMA21 Direnç: 5.12 (%1.4 üstte),-,-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 15.193082591343533,45.7,21.6,-0.83
DURKN,20.4,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 19.95 (%2.2 altta) | EMA55 Direnç: 20.48 (%0.4 üstte),13.72-14.02 (%31.3 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 10.389114209910577,47.64,14.7,-0.28
DYOBY,13.55,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 13.53 (%0.2 altta) | EMA21 Direnç: 14.16 (%4.5 üstte),-,16.50-18.36 (%21.8 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -8.45762160076793,34.64,34.58,-0.93
DZGYO,8.15,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 7.96 (%2.3 altta) | EMA5 Direnç: 8.18 (%0.4 üstte),6.91-7.01 (%14.0 altta),-,⚡Fiyat EMA 200'e Yaklaşıyor! Uzaklık: 2.3302766428267674,43.38,8.54,-0.63
EBEBK,82.55,🔥 AL (Taze Kırılım),🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 79.40 (%3.8 altta),52.05-55.32 (%33.0 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 24.964972204990477,61.32,98.51,0.77
ECILC,75.1,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 74.29 (%1.1 altta) | EMA21 Direnç: 76.99 (%2.5 üstte),-,115.79-123.72 (%54.2 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -11.840995574329781,43.29,66.14,-0.51
ECOGR,38.72,🔴 Düşüş Trendinde,🔴 SAT,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 38.66 (%0.2 altta) | EMA21 Direnç: 39.61 (%2.3 üstte),-,-,-,46.97,18.58,-0.7
ECZYT,340.25,🔴 Düşüş Trendinde,⏳ BEKLE,📈 TREND DEVAMI (0 Üstü + Hacim),-,🚀 ASIL SİNYAL: GÜÇLÜ AL (EMA Sıralı + SSL Onay),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA55 Destek: 336.54 (%1.1 altta),271.19-281.28 (%17.3 altta),348.50-369.75 (%2.4 üstte),⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 8.552216287601833,54.12,72.19,0.59
EDATA,16.81,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,🚨Fiyat Bandın Altında!,EMA100 Destek: 16.72 (%0.6 altta) | EMA5 Direnç: 17.47 (%4.0 üstte),5.14-5.27 (%68.6 altta),18.60-19.48 (%10.6 üstte),⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 31.985266737750905,37.85,0.0,-0.7
EDIP,39.32,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🚀 ASIL SİNYAL: GÜÇLÜ AL (EMA Sıralı + SSL Onay),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 38.39 (%2.4 altta),-,-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 7.84679343320458,59.32,29.09,0.47
EFOR,16.75,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 15.52 (%7.3 altta) | EMA200 Direnç: 17.79 (%6.2 üstte),11.33-12.48 (%25.5 altta),22.78-23.96 (%36.0 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -5.869283111909207,65.63,31.11,-0.09
EGEEN,5592.5,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 5561.19 (%0.6 altta) | EMA21 Direnç: 5601.18 (%0.2 üstte),-,7317.50-7497.50 (%30.8 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -16.59499174077301,48.7,50.34,-0.25
EGEGY,30.98,🟢 Yükseliş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🚀 ASIL SİNYAL: GÜÇLÜ AL (EMA Sıralı + SSL Onay),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 30.31 (%2.2 altta),22.64-23.53 (%24.0 altta),30.85-32.26 (fiyat bandın içinde!),⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 10.018418044782894,64.24,86.9,0.85
EGEPO,18.69,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 18.66 (%0.2 altta),6.98-7.16 (%61.7 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 37.10122899617032,50.33,52.22,0.26
EGGUB,101.5,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 101.05 (%0.4 altta) | EMA55 Direnç: 105.69 (%4.1 üstte),-,128.90-142.30 (%27.0 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -4.4362128835854,48.72,44.77,-0.39
EGPRO,37.68,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 37.67 (%0.0 altta) | EMA21 Direnç: 37.93 (%0.7 üstte),22.77-24.24 (%35.7 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 19.45108811458047,48.34,30.31,-0.76
EGSER,2.99,🔴 Düşüş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,"⚡ Yükseliş Hazırlığı (50>100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 2.99 (%0.1 altta) | EMA21 Direnç: 3.14 (%5.0 üstte),2.68-2.75 (%8.0 altta),3.74-3.82 (%25.1 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -8.152663344342304,38.62,12.92,-0.95
EKDMR,54.55,🟢 Yükseliş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 54.91 (%0.7 üstte),-,-,-,45.95,5.94,-0.8
EKGYO,20.76,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA21 Destek: 20.65 (%0.5 altta) | EMA5 Direnç: 20.78 (%0.1 üstte),18.21-18.83 (%9.3 altta),-,⚡Fiyat EMA 200'e Yaklaşıyor! Uzaklık: 2.7159170584786008,52.13,26.82,-0.29
EKIM,24.0,-,-,-,-,-,-,-,EMA5 Direnç: 24.58 (%2.4 üstte),-,-,-,,,
EKIZ,67.8,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 69.52 (%2.5 üstte),-,-,🟢Fiyat EMA 200 altında! Uzaklık: -27.423812982161643,28.99,6.07,-0.98
EKOS,6.38,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 6.28 (%1.5 altta) | EMA200 Direnç: 6.65 (%4.3 üstte),-,-,🟢Fiyat EMA 200 altında! Uzaklık: -4.1238703090304085,40.21,24.01,-0.91
EKSUN,6.67,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 6.58 (%1.3 altta) | EMA55 Direnç: 6.70 (%0.4 üstte),5.06-5.22 (%21.7 altta),-,⚡Fiyat EMA 200'e Yaklaşıyor! Uzaklık: 4.996072826144626,48.04,87.89,-0.49
ELITE,31.96,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 31.52 (%1.4 altta) | EMA21 Direnç: 33.49 (%4.8 üstte),30.00-31.80 (%0.5 altta),-,🟢Fiyat EMA 200 altında! Uzaklık: -5.285268607667303,34.97,33.42,-0.88
EMKEL,20.2,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 19.99 (%1.0 altta) | EMA55 Direnç: 21.38 (%5.8 üstte),17.84-18.93 (%6.3 altta),22.92-25.22 (%13.5 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -49.53917127886548,50.03,97.74,0.82
EMNIS,160.0,🔥 AL (Taze Kırılım),🔥 GÜÇLÜ AL (Taze Kırılım),🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA55 Destek: 158.82 (%0.7 altta) | EMA100 Direnç: 161.21 (%0.8 üstte),146.30-148.90 (%6.9 altta),170.90-174.10 (%6.8 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -7.117018914964901,55.0,61.27,-0.28
EMPAE,67.55,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 72.11 (%6.7 üstte),-,-,-,38.95,20.54,-0.21
ENDAE,16.7,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 16.64 (%0.4 altta) | EMA100 Direnç: 16.78 (%0.5 üstte),13.96-14.30 (%14.4 altta),-,⚡Fiyat EMA 200'e Yaklaşıyor! Uzaklık: 0.8346172852432554,44.19,29.68,-0.82
ENERY,9.68,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA21 Destek: 9.68 (%0.0 altta) | EMA5 Direnç: 9.77 (%0.9 üstte),8.43-8.91 (%8.0 altta),-,⚡Fiyat EMA 200'e Yaklaşıyor! Uzaklık: 1.9502345494921913,50.95,26.14,-0.34
ENJSA,101.3,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 96.04 (%5.2 altta) | EMA5 Direnç: 101.84 (%0.5 üstte),-,102.60-105.20 (%1.3 üstte),⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 5.476202480796344,40.41,34.79,-0.46
ENKAI,92.15,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🚀 ASIL SİNYAL: GÜÇLÜ AL (EMA Sıralı + SSL Onay),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 91.74 (%0.4 altta) | EMA100 Direnç: 93.52 (%1.5 üstte),-,110.50-113.50 (%19.9 üstte),⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 6.701430830933175,49.37,66.55,-0.38
ENPRA,63.8,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 63.61 (%0.3 altta) | EMA21 Direnç: 66.98 (%5.0 üstte),-,-,-,38.6,29.43,-0.54
ENSRI,5.71,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 5.64 (%1.2 altta) | EMA21 Direnç: 6.70 (%17.3 üstte),-,32.04-34.56 (%461.1 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -64.94489477616303,32.03,65.94,-0.67
ENTRA,4.67,🟢 Yükseliş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,"⚡ Yükseliş Hazırlığı (50>100 Kesti, 150 Bekleniyor)",🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 4.62 (%1.2 altta) | EMA21 Direnç: 4.68 (%0.1 üstte),-,-,🟢Fiyat EMA 200 altında! Uzaklık: -1.021749361966151,49.03,50.63,-0.63
EPLAS,5.54,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 5.53 (%0.2 altta) | EMA21 Direnç: 5.70 (%2.9 üstte),4.97-5.11 (%7.8 altta),6.98-7.35 (%26.0 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -8.652470040669192,43.67,24.2,-0.37
ERBOS,165.1,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 165.81 (%0.4 üstte),-,216.20-226.00 (%31.0 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -11.683170866368664,39.04,26.99,-0.47
ERCB,50.1,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 49.20 (%1.8 altta) | EMA21 Direnç: 51.44 (%2.7 üstte),-,70.40-72.65 (%40.5 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -22.920878655496544,43.28,82.86,-0.16
EREGL,44.06,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟠 Daralıyor,🚨Fiyat Bandın Üzerinde!,EMA5 Destek: 42.03 (%4.6 altta),23.26-23.60 (%46.4 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 36.065587677215746,68.93,62.31,0.26
ERSU,22.62,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 22.03 (%2.6 altta) | EMA5 Direnç: 22.85 (%1.0 üstte),-,-,⚡Fiyat EMA 200'e Yaklaşıyor! Uzaklık: 2.6630738514190844,36.32,4.96,-0.77
ESCAR,49.98,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🚀 ASIL SİNYAL: GÜÇLÜ AL (EMA Sıralı + SSL Onay),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 48.96 (%2.0 altta),-,-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 33.36595142425563,57.02,89.32,0.71
ESCOM,5.75,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 5.57 (%3.1 altta) | EMA5 Direnç: 5.79 (%0.8 üstte),2.94-3.03 (%47.3 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 26.534219721066044,49.07,4.35,-0.2
ESEN,3.57,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 3.55 (%0.7 altta) | EMA21 Direnç: 3.66 (%2.4 üstte),-,13.73-16.77 (%284.6 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -43.15245286379196,41.56,34.43,-0.82
ETILR,6.51,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 6.30 (%3.2 altta),3.86-4.09 (%37.2 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 27.158185991922945,64.2,79.46,0.94
ETYAT,13.5,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 13.15 (%2.6 altta) | EMA5 Direnç: 13.54 (%0.3 üstte),7.91-8.11 (%39.9 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 48.667168212407,59.21,8.99,0.38
EUHOL,10.3,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 10.29 (%0.1 altta) | EMA21 Direnç: 10.66 (%3.5 üstte),9.90-11.25 (fiyat bandın içinde!),13.50-13.60 (%31.1 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -11.906340745714639,38.49,44.43,-0.9
EUKYO,12.35,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 11.72 (%5.1 altta) | EMA5 Direnç: 12.45 (%0.8 üstte),4.58-4.72 (%61.8 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 66.69132189630773,68.96,6.52,0.79
EUPWR,87.85,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 86.66 (%1.4 altta) | EMA5 Direnç: 88.61 (%0.9 üstte),34.14-35.46 (%59.6 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 65.58457005048722,53.07,71.52,0.87
EUREN,4.23,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 4.18 (%1.1 altta) | EMA21 Direnç: 4.37 (%3.4 üstte),-,8.64-9.19 (%104.3 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -27.122983672553758,36.23,43.68,-0.87
EUYO,5.03,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 5.03 (%0.1 üstte),-,-,🟢Fiyat EMA 200 altında! Uzaklık: -4.986614764428509,31.54,26.32,-0.91
EYGYO,2.42,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 2.42 (%0.1 altta) | EMA55 Direnç: 2.59 (%7.0 üstte),-,3.06-3.27 (%26.4 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -25.969663349495285,47.51,67.87,-0.36
FADE,15.98,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA55 Destek: 15.84 (%0.9 altta),12.83-13.25 (%17.1 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 5.030676119442679,51.69,81.79,0.56
FENER,3.21,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 3.21 (%0.0 altta) | EMA5 Direnç: 3.24 (%0.9 üstte),2.76-2.85 (%11.2 altta),11.55-12.22 (%259.8 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -47.37423742779917,48.71,90.95,0.83
FLAP,10.82,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 10.82 (%0.0 üstte),8.33-8.77 (%18.9 altta),-,🟢Fiyat EMA 200 altında! Uzaklık: -3.572983340921254,35.62,57.02,-0.72
FMIZP,294.0,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 294.38 (%0.1 üstte),269.00-281.00 (%4.4 altta),326.73-339.28 (%11.1 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -4.409924789993925,46.72,14.43,-0.17
FONET,5.07,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 5.01 (%1.1 altta) | EMA21 Direnç: 5.20 (%2.6 üstte),-,-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 23.131918480015102,43.87,43.43,-0.88
FORMT,1.99,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 2.02 (%1.3 üstte),-,2.88-2.96 (%44.7 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -32.89761829265287,27.13,9.89,-0.93
FORTE,105.5,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🚨Fiyat Bandın Üzerinde!,EMA5 Destek: 102.29 (%3.0 altta),73.50-76.60 (%27.4 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 19.069403949764705,65.14,94.71,0.71
FRIGO,2.26,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🚨Fiyat Bandın Üzerinde!,EMA5 Destek: 2.15 (%4.7 altta) | EMA200 Direnç: 2.44 (%7.8 üstte),-,3.03-3.27 (%34.1 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -7.270969815266626,52.41,100.0,0.86
FRMPL,34.66,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,-,⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 33.91 (%2.2 altta) | EMA21 Direnç: 35.86 (%3.4 üstte),-,-,-,43.16,46.86,-0.75
