Varlık,Fiyat,Supertrend_Sinyal,Tilson_Sinyal,Hacim_SMI,Kombine_Dip,SSL&EMA_Sinyal,BB_Sikisma,BB_Fiyat_Durum,BB_Bant_Durum,Destek_Direnc,Alim_Bandi,Satim_Bandi,EMA_200_Durumu,RSI,StochRSI,TSI
DGNMO,8.42,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 8.32 (%1.1 altta),3.51-3.92 (%53.4 altta),9.10-9.64 (%8.1 üstte),23.18,55.81,23.88,-0.7
DIRIT,24.4,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Destek: 23.68 (%2.9 altta) | EMA100 Direnç: 24.92 (%2.1 üstte),-,-,27.73,47.82,63.7,-0.69
DITAS,25.56,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 23.40 (%8.5 altta) | EMA5 Direnç: 26.58 (%4.0 üstte),11.41-14.27 (%44.2 altta),-,9.25,39.82,3.87,-0.62
DMRGD,10.91,🟢 Yükseliş Trendinde,🔴 SAT,-,-,-,⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA21 Destek: 9.53 (%12.6 altta) | EMA5 Direnç: 11.74 (%7.6 üstte),1.48-1.85 (%83.1 altta),-,-,64.63,35.45,0.8
DMSAS,8.3,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 7.81 (%5.9 altta) | EMA100 Direnç: 8.44 (%1.7 üstte),5.18-5.62 (%32.3 altta),-,6.28,44.68,15.39,-0.37
DNISI,20.12,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA100 Destek: 20.09 (%0.1 altta) | EMA5 Direnç: 20.13 (%0.0 üstte),18.48-20.34 (fiyat bandın içinde!),22.86-24.86 (%13.6 üstte),29.35,47.51,18.47,-0.02
DOAS,194.3,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 190.02 (%2.2 altta),155.84-163.99 (%15.6 altta),-,30.2,55.01,48.72,0.32
DOCO,11352.5,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 11145.63 (%1.8 altta),-,-,75.52,59.4,55.2,0.74
DOFER,28.3,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,-,🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 29.35 (%3.7 üstte),22.90-28.69 (fiyat bandın içinde!),-,-,34.58,6.8,-0.93
DOFRB,136.4,🟢 Yükseliş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA21 Direnç: 144.36 (%5.8 üstte),-,-,-,50.29,0.0,-0.46
DOGUB,81.05,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA55 Destek: 67.65 (%16.5 altta) | EMA5 Direnç: 84.09 (%3.7 üstte),15.00-15.93 (%80.3 altta),-,125.99,49.07,6.47,-0.82
DOHOL,20.5,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA55 Destek: 19.70 (%3.9 altta) | EMA5 Direnç: 20.93 (%2.1 üstte),-,-,45.17,47.06,7.94,-0.87
DOKTA,21.2,🔴 Düşüş Trendinde,🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 22.45 (%5.9 üstte),18.29-23.20 (fiyat bandın içinde!),32.46-34.22 (%53.1 üstte),-11.44,38.71,0.0,-0.84
DSTKF,1773.0,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA55 Destek: 1599.30 (%9.8 altta) | EMA5 Direnç: 2194.75 (%23.8 üstte),-,-,-,44.78,0.88,0.03
DUNYH,148.5,🟢 Yükseliş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),🩸 SAT (Zirveden Dönüş),🔴 ZİRVEDE,🚀 ASIL SİNYAL: GÜÇLÜ AL (EMA Sıralı + SSL Onay),⚪ Yelpaze Açık,🚨Fiyat Bandın Üzerinde!,15.79,EMA5 Destek: 122.23 (%17.7 altta),41.20-50.45 (%66.0 altta),-,150.15,97.84,83.33,0.45
DURDO,5.03,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA21 Destek: 4.79 (%4.7 altta) | EMA5 Direnç: 5.04 (%0.1 üstte),2.11-2.40 (%52.3 altta),-,50.21,58.98,3.73,0.13
DURKN,20.58,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,-,-,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 19.98 (%2.9 altta),13.69-15.43 (%25.0 altta),-,-,53.51,16.38,-0.52
DYOBY,12.94,🔴 Düşüş Trendinde,🔴 SAT,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 12.43 (%3.9 altta) | EMA5 Direnç: 13.34 (%3.1 üstte),2.53-2.89 (%77.7 altta),28.50-30.88 (%120.2 üstte),4.1,41.2,3.83,-0.96
DZGYO,7.17,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 5.95 (%17.0 altta) | EMA100 Direnç: 7.38 (%3.0 üstte),6.30-7.05 (%1.7 altta),-,20.5,39.62,0.0,-0.54
EBEBK,82.6,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,-,⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA21 Destek: 76.69 (%7.2 altta) | EMA5 Direnç: 83.38 (%1.0 üstte),-,-,-,60.6,39.62,0.37
ECILC,69.5,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 54.68 (%21.3 altta) | EMA5 Direnç: 71.63 (%3.1 üstte),40.18-42.32 (%39.1 altta),-,27.11,37.75,3.72,-0.95
ECOGR,33.94,🟢 Yükseliş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA21 Direnç: 36.04 (%6.2 üstte),-,-,-,49.6,17.9,0.05
ECZYT,324.25,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA55 Destek: 303.84 (%6.3 altta) | EMA5 Direnç: 326.25 (%0.6 üstte),161.43-172.16 (%46.9 altta),-,50.08,49.06,12.74,-0.84
EDATA,19.19,🟢 Yükseliş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 18.39 (%4.2 altta),3.81-4.36 (%77.3 altta),-,158.21,56.71,15.65,-0.28
EDIP,38.38,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 36.79 (%4.2 altta),2.80-3.11 (%91.9 altta),-,65.25,53.9,20.3,-0.19
EFOR,19.77,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,-,-,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 18.58 (%6.0 altta),-,22.18-32.00 (%12.2 üstte),-,57.54,96.08,0.9
EGEEN,5272.5,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 5406.52 (%2.5 üstte),-,9445.71-10325.66 (%79.2 üstte),-22.72,36.05,2.62,-0.78
EGEGY,29.4,🟢 Yükseliş Trendinde,⏳ BEKLE,🩸 SAT (Zirveden Dönüş),-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA55 Destek: 26.95 (%8.3 altta) | EMA21 Direnç: 29.63 (%0.8 üstte),-,-,-,50.3,60.6,0.13
EGEPO,19.0,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 18.87 (%0.7 altta),-,-,135.7,65.9,3.14,-0.18
EGGUB,95.3,🔴 Düşüş Trendinde,🔴 SAT,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA100 Destek: 89.91 (%5.7 altta) | EMA5 Direnç: 97.27 (%2.1 üstte),-,-,38.23,42.46,3.81,-0.76
EGPRO,33.94,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA55 Destek: 30.97 (%8.8 altta) | EMA5 Direnç: 35.13 (%3.5 üstte),17.30-18.68 (%45.0 altta),-,61.11,48.76,1.68,-0.91
EGSER,2.93,🟢 Yükseliş Trendinde,🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 2.98 (%1.7 üstte),2.73-2.95 (fiyat bandın içinde!),3.54-4.20 (%20.8 üstte),-4.63,43.67,6.72,-0.87
EKDMR,45.3,🟢 Yükseliş Trendinde,🔴 SAT,-,-,-,-,-,-,EMA5 Direnç: 50.34 (%11.1 üstte),-,-,-,,,
EKGYO,17.94,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA100 Destek: 17.10 (%4.7 altta) | EMA5 Direnç: 18.77 (%4.6 üstte),10.39-12.29 (%31.5 altta),-,38.91,40.66,0.38,-0.3
EKIM,18.21,-,-,-,-,-,-,-,-,EMA5 Direnç: 21.71 (%19.2 üstte),-,-,-,,,
EKIZ,68.5,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 60.95 (%11.0 altta) | EMA5 Direnç: 70.34 (%2.7 üstte),52.70-57.65 (%15.8 altta),-,12.39,31.92,7.96,-0.95
EKOS,5.49,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 5.88 (%7.1 üstte),5.32-5.70 (fiyat bandın içinde!),8.46-10.27 (%54.1 üstte),-,37.7,1.54,-0.93
EKSUN,6.23,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA55 Direnç: 6.27 (%0.6 üstte),-,-,-,47.18,0.18,-0.62
ELITE,28.8,🔴 Düşüş Trendinde,🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Direnç: 29.51 (%2.5 üstte),27.02-28.50 (%1.0 altta),52.56-64.18 (%82.5 üstte),-2.39,39.55,2.28,-0.88
EMKEL,18.7,🔴 Düşüş Trendinde,🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 19.29 (%3.1 üstte),10.18-11.39 (%39.1 altta),66.00-76.85 (%252.9 üstte),-21.51,38.45,29.22,-0.86
EMNIS,160.9,🟢 Yükseliş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 158.69 (%1.4 altta) | EMA21 Direnç: 161.68 (%0.5 üstte),-,350.00-384.00 (%117.5 üstte),4.38,48.27,41.75,-0.79
EMPAE,73.7,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,-,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 67.85 (%7.9 altta),-,-,-,56.78,,-0.2
ENDAE,16.8,🟢 Yükseliş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Destek: 16.60 (%1.2 altta),-,-,-,51.18,10.92,-0.27
ENERY,8.35,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA100 Destek: 7.43 (%11.1 altta) | EMA55 Direnç: 8.68 (%4.0 üstte),-,9.29-10.94 (%11.3 üstte),-,39.98,39.77,0.33
ENJSA,113.2,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 108.50 (%4.2 altta),49.53-62.47 (%44.8 altta),-,85.21,58.47,34.65,-0.56
ENKAI,86.35,🩸 SAT (Trend Kırıldı),🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA55 Destek: 84.27 (%2.4 altta) | EMA5 Direnç: 88.71 (%2.7 üstte),-,-,60.23,43.25,0.0,-0.9
ENPRA,59.1,🟢 Yükseliş Trendinde,🔴 SAT,-,-,-,-,-,-,EMA5 Direnç: 61.54 (%4.1 üstte),-,-,-,19.09,,-0.93
ENSRI,5.23,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 5.89 (%12.6 üstte),3.23-3.74 (%28.4 altta),-,-38.07,32.61,3.15,-0.79
ENTRA,4.69,🟢 Yükseliş Trendinde,⏳ BEKLE,🩸 SAT (Zirveden Dönüş),-,-,🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA55 Destek: 4.62 (%1.4 altta) | EMA21 Direnç: 4.72 (%0.6 üstte),-,-,-,49.8,47.16,0.2
EPLAS,5.76,🟢 Yükseliş Trendinde,⏳ BEKLE,🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Destek: 5.62 (%2.5 altta) | EMA21 Direnç: 5.83 (%1.2 üstte),2.25-2.74 (%52.5 altta),-,5.21,48.14,19.49,-0.76
ERBOS,155.5,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 161.54 (%3.9 üstte),-,-,-9.13,36.31,1.45,-0.94
ERCB,47.9,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 49.89 (%4.1 üstte),33.24-36.42 (%24.0 altta),69.55-103.00 (%45.2 üstte),-43.43,39.7,36.2,-0.79
EREGL,38.68,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA21 Destek: 37.56 (%2.9 altta) | EMA5 Direnç: 40.88 (%5.7 üstte),18.45-20.50 (%47.0 altta),-,59.63,56.51,23.79,0.53
ERSU,23.42,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA55 Destek: 21.75 (%7.1 altta) | EMA5 Direnç: 23.56 (%0.6 üstte),14.15-15.04 (%35.8 altta),-,45.71,50.19,13.97,-0.82
ESCAR,45.36,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA21 Destek: 45.10 (%0.6 altta) | EMA5 Direnç: 46.88 (%3.3 üstte),-,73.92-77.79 (%63.0 üstte),62.89,52.69,0.16,-0.65
ESCOM,5.8,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 5.60 (%3.4 altta),-,-,72.79,59.03,13.18,0.25
ESEN,3.37,🔴 Düşüş Trendinde,🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 3.47 (%3.0 üstte),-,14.06-15.00 (%317.2 üstte),-23.86,36.13,4.68,-0.91
ETILR,5.69,🟢 Yükseliş Trendinde,⏳ BEKLE,🩸 SAT (Zirveden Dönüş),-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA55 Destek: 5.51 (%3.1 altta) | EMA100 Direnç: 5.85 (%2.9 üstte),-,8.91-10.52 (%56.6 üstte),9.44,53.15,17.48,0.2
ETYAT,13.71,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 13.33 (%2.8 altta),3.01-3.23 (%76.4 altta),-,153.58,71.28,63.75,0.84
EUHOL,10.62,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA100 Destek: 10.44 (%1.7 altta) | EMA21 Direnç: 11.38 (%7.2 üstte),2.51-2.73 (%74.3 altta),-,41.93,42.99,17.02,-0.87
EUKYO,12.8,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚪ Karışık / Testere Piyasası,⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 12.68 (%1.0 altta),-,-,154.83,79.83,92.34,0.96
EUPWR,91.7,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 89.85 (%2.0 altta),25.50-26.88 (%70.7 altta),-,-,63.98,21.24,0.73
EUREN,3.97,🔴 Düşüş Trendinde,🔴 SAT,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 4.08 (%2.9 üstte),-,15.05-16.70 (%279.1 üstte),-58.63,34.12,2.7,-0.98
EUYO,5.9,🟢 Yükseliş Trendinde,⏳ BEKLE,🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA21 Destek: 5.55 (%5.9 altta),4.10-4.43 (%24.9 altta),-,52.09,54.91,24.72,-0.39
EYGYO,2.72,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,-,🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 2.48 (%8.8 altta) | EMA21 Direnç: 2.72 (%0.1 üstte),-,2.70-3.04 (fiyat bandın içinde!),-,48.23,44.22,-0.61
FADE,17.43,🟢 Yükseliş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,🚀 ASIL SİNYAL: GÜÇLÜ AL (EMA Sıralı + SSL Onay),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 16.21 (%7.0 altta),6.10-6.41 (%63.2 altta),16.54-18.08 (fiyat bandın içinde!),28.41,60.47,28.07,-0.21
FENER,3.06,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 3.08 (%0.8 üstte),-,104.30-114.90 (%3308.5 üstte),-92.74,33.57,62.54,-0.74
FLAP,10.05,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 9.03 (%10.2 altta) | EMA100 Direnç: 10.30 (%2.4 üstte),-,-,11.33,40.88,0.59,-0.88
FMIZP,283.75,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 253.48 (%10.7 altta) | EMA5 Direnç: 288.03 (%1.5 üstte),-,316.39-332.39 (%11.5 üstte),11.94,44.71,2.51,-0.57
FONET,5.0,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA21 Destek: 4.99 (%0.2 altta) | EMA5 Direnç: 5.19 (%3.8 üstte),1.92-2.21 (%55.8 altta),-,96.86,52.86,12.55,-0.68
FORMT,1.74,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 1.89 (%8.4 üstte),0.56-0.69 (%60.2 altta),5.45-7.11 (%213.2 üstte),-38.19,23.18,0.0,-0.92
FORTE,113.3,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,-,🚨 BB SIKIŞMA,🚨Fiyat Bandın Üzerinde!,1.45,EMA5 Destek: 106.98 (%5.6 altta),-,-,-,69.9,100.0,0.82
FRIGO,2.37,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Destek: 2.25 (%4.9 altta) | EMA55 Direnç: 2.39 (%1.0 üstte),1.12-1.24 (%47.7 altta),-,39.91,46.45,37.11,-0.74
FRMPL,35.76,🟢 Yükseliş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA21 Destek: 35.62 (%0.4 altta),-,-,-,49.32,14.87,-0.55
FROTO,78.1,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 73.05 (%6.5 altta) | EMA5 Direnç: 80.61 (%3.2 üstte),20.16-21.94 (%71.9 altta),-,6.92,36.05,4.42,-0.85
FZLGY,10.36,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,⚪ Yelpaze Açık,🚨Fiyat Bandın Altında!,-5.81,EMA100 Direnç: 10.46 (%0.9 üstte),-,-,-,38.36,0.0,-0.6
GARAN,127.0,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA100 Destek: 119.76 (%5.7 altta) | EMA5 Direnç: 127.22 (%0.2 üstte),94.91-100.34 (%21.0 altta),-,44.05,46.16,17.85,-0.19
GARFA,26.4,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA100 Destek: 25.33 (%4.1 altta) | EMA55 Direnç: 27.41 (%3.8 üstte),15.75-19.85 (%24.8 altta),-,36.12,44.9,2.4,-0.72
GATEG,260.0,🟢 Yükseliş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,🚨Fiyat Bandın Altında!,-0.56,EMA100 Destek: 225.62 (%13.2 altta) | EMA55 Direnç: 273.25 (%5.1 üstte),23.40-28.76 (%88.9 altta),-,69.32,39.82,22.17,-0.54
GEDIK,6.35,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA55 Destek: 5.94 (%6.5 altta) | EMA21 Direnç: 6.40 (%0.8 üstte),4.95-5.39 (%15.1 altta),-,56.82,50.45,8.53,0.16
